name,operator,operator:wikidata,Street Address,addr:housenumber,addr:street,addr:unit,description,addr:city,addr:state,addr:postcode,Phone Number,phone,Access Days Time,opening_hours,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,network,network:wikidata,network:website,Latitude,Longitude,EV Connector Types,,,socket:type1,socket:type1_combo,socket:chademo,socket:nacs
CITYOFCOVINGTON COV GREEN FUEL2,City of Covington,,10010 City Pond Rd,10010,City Pond Road,,,Covington,GA,30014,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.6183,-83.84376,CHADEMO,J1772COMBO,,,yes,yes,
FAIRFIELDCALHOU FAIRFIELDCALHOU,Fairfield by Marriott,Q5430314,1002 Hwy 53,1002,Highway 53,,First Parking before get the building enter,Calhoun,GA,30701,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.46918,-84.91411,J1772,,,yes,,,
SECURITY DIRECT PDECK PUBLIC,,,1004 Hospital Dr,1004,Hospital Drive,,Level C of parking deck,Stockbridge,GA,30281,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.51244,-84.22793,J1772,,,yes,,,
ABM - Alpharetta GA,,,1005 windward ridge pkwy,1005,Windward Ridge Parkway,,,Alpharetta,GA,30005,1-844-226-3873,+1-844-226-3873,,,,2,,,ABM,ABM,Q4650338,https://info.abm.com/SimplifyEV,34.09744,-84.211,J1772,,,yes,,,
Vaden Nissan of Hinesville,Nissan Motor Corporation,Q20165,1009 E Oglethorpe Hwy,1009,East Oglethorpe Boulevard,,,Hinesville,GA,31313,912-368-1680,+1-912-368-1680,Dealership business hours,,,1,1,,Non-Networked,,,,31.85279,-81.57784,CHADEMO,J1772,,yes,,yes,
"Spencer House Inn, a Select Registry Property - Tesla Destination",Spencer House Inn,,101 East Bryant St,101,East Bryant Street,,,St Marys,GA,31558,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,30.72181,-81.54789,J1772,TESLA,,yes,,,yes
Sutherlin Nissan - Cherokee,Nissan Motor Corporation,Q20165,101 Harbor Creek Pkwy,101,Harbor Creek Parkway,,,Holly Spring,GA,30115,678-730-9900,+1-678-730-9900,Dealership business hours,,,1,1,,Non-Networked,,,,34.18336,-84.50268,CHADEMO,J1772,J1772COMBO,yes,yes,yes,
Hilton Garden Inn Albany,Hilton Garden Inn,Q1162859,101 S. Front Street,101,South Front Street,,,Albany,GA,31701,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,2,,Blink Network,Blink,Q62065645,https://blinkcharging.com,31.57665,-84.1495,CHADEMO,J1772,J1772COMBO,yes,yes,yes,
City of Jesup - Tesla Destination,City of Jesup,,101 SW Broad St,101,Sw Broad Street,,,Jesup,GA,31545,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,31.605,-81.88306,TESLA,,,,,,yes
Courtesy Ford Quicklane,Ford Motor Company,Q44294,101 U.S. 411,101,US 411,,,Rome,GA,30161,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,4,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.22454,-85.15177,J1772,,,yes,,,
City of Americus - Welcome Center,,,101 W Lamar St,101,West Lamar Street,,,Americus,GA,31709,229-928-6059,+1-229-928-6059,24 hours daily,24/7,,1,,,Non-Networked,,,,32.07219,-84.23258,J1772,,,yes,,,
PF PARKING LOT PACE LYNCH,,,101 World Dr,101,World Drive,,Enter drive and turn left.,Peachtree City,GA,30269,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.44217,-84.58951,J1772,,,yes,,,
Everleigh Deerfield,,,1010 Alpharetta Highway,1010,Alpharetta Highway,,,Alpharetta,GA,30009,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,7,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.0819,-84.29476,J1772,,,yes,,,
JC LEWIS MAZDA STATION 1,,,10101 Abercorn St,10101,Abercorn Street,,,Savannah,GA,31406,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,31.9913,-81.13083,J1772,,,yes,,,
GEORGIA POWER GREENSBORO DC 2,,,1011 Town Creek Blvd,1011,Town Creek Boulevard,,Jimmy Britt Chevrolet,Greensboro,GA,30642,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.55233,-83.20147,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER GREENSBORO DC 1,,,1011 Town Creek Blvd,1011,Town Creek Boulevard,,Jimmy Britt Chevrolet,Greensboro,GA,30642,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.55232,-83.20144,CHADEMO,J1772COMBO,,,yes,yes,
Cordele Square - Tesla Supercharger,Cordele Square,,1013 East 16th Street,1013,East 16th Street,,,Cordele,GA,31015,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,11,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,31.9636,-83.76613,TESLA,,,,,,yes
1015 BOULEVARD P1 RESIDENTIAL,,,1015 Boulevard SE,1015,Boulevard Southeast,,At entrance,Atlanta,GA,30312,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.72657,-84.36951,J1772,,,yes,,,
1015 BOULEVARD RETAIL PARKING,,,1015 Boulevard SE,1015,Boulevard Southeast,,Down ramp go left,Atlanta,GA,30312,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.72661,-84.36963,J1772,,,yes,,,
C180 CHRIS 180 CCC,,,1017 Fayetteville Rd SE,1017,Fayetteville Road Southeast,,,Atlanta,GA,30316,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.72672,-84.32202,J1772,,,yes,,,
DELTA AIR LINES TRAINING CNTR 4,Delta Air Lines,Q188920,1021 N Outer Loop Rd,1021,North Outer Loop Road,,Beside butler building,Atlanta,GA,30320,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65868,-84.42534,J1772,,,yes,,,
DELTA AIR LINES TRAINING CNTR 3,Delta Air Lines,Q188920,1021 n outer loop rd,1021,North Outer Loop Road,,Beside Butler building,Atlanta,GA,30320,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65878,-84.42534,J1772,,,yes,,,
DELTA AIR LINES TRAINING CNTR 2,Delta Air Lines,Q188920,1021 N Outer Loop Rd,1021,North Outer Loop Road,,Beside Butler Building,Atlanta,GA,30320,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65877,-84.42532,J1772,,,yes,,,
DELTA AIR LINES TRAINING CNTR 1,Delta Air Lines,Q188920,1021 N Outer Loop Rd,1021,North Outer Loop Road,,Beside butler building,Atlanta,GA,30320,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.6587,-84.42533,J1772,,,yes,,,
Station 92 at Woodstock Apartment,Woodstock Apartment Homes,,10247 Highway 92,10247,Highway 92,,,Woodstock,GA,30188,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.08577,-84.51607,J1772,,,yes,,,
Chickamauga City Hall,,,103 Crittenden Ave,103,Crittenden Avenue,,,Chickamauga,GA,30707,706-375-3177,+1-706-375-3177,24 hours daily,24/7,,1,,,Non-Networked,,,,34.88238,-85.28323,J1772,,,yes,,,
JEFFERSONENERGY DIAMOND LAKES,,,103 Diamond Lakes Way,103,Diamond Lakes Way,,Robert Howard Community Center - Gates Open 7 a.m. - Dusk,Hephzibah,GA,30815,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.35559,-82.08722,J1772,,,yes,,,
Action GM of Bainbridge,General Motors,Q81965,103 Thomasville Rd.,103,Thomasville Road,,,Bainbridge,GA,39819,866-816-7584,+1-866-816-7584,24 hours daily,24/7,,,1,,EV Connect,EV Connect,Q126652985,https://www.evconnect.com,30.90341,-84.53513,J1772COMBO,,,,yes,,
Hampton Inn & Suites Dublin - Tesla Destination,Hampton by Hilton,Q5646230,103 Travel Venter Blvd,103,Travel Venter Boulevard,,,Dublin,GA,31021,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.4868,-82.93745,J1772,TESLA,,yes,,,yes
DELTA AIR LINES GO SW FENCE 19,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.6537,-84.42464,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 01,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65362,-84.42356,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 02,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65363,-84.42364,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 03,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65363,-84.42368,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 04,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65363,-84.42373,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 05,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65363,-84.42378,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 18,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65369,-84.42458,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 17,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65369,-84.4245,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 21,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Backside of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65372,-84.42474,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 16,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65368,-84.42442,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 06,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65364,-84.42383,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 07,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65364,-84.42391,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 08,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65364,-84.42398,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 15,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65367,-84.42438,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 14,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65367,-84.42434,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 13,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65367,-84.42427,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 12,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65366,-84.42422,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 11,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65366,-84.42416,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 10,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65365,-84.4241,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 09,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,Back of lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.65365,-84.42403,J1772,,,yes,,,
DELTA AIR LINES GO SW FENCE 20,Delta Air Lines,Q188920,1030 DELTA BLVD,1030,Delta Boulevard,,,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.6537,-84.42468,J1772,,,yes,,,
C180 CETEC,,,1030 Fayetteville Rd SE,1030,Fayetteville Road Southeast,,,Atlanta,GA,30316,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.727,-84.32079,J1772,,,yes,,,
HIE GREENSBORO CSN-01664824,,,1030 Hospitality Dr,1030,Hospitality Drive,,Holiday Inn Express & Suites - Greensboro,Greensboro,GA,30642,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.53876,-83.20929,J1772,,,yes,,,
MARIETTA FGSC EV,,,1034 Franklin Gateway SE,1034,Franklin Gateway Southeast,,,Marietta,GA,30067,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.92875,-84.49582,J1772,,,yes,,,
Billy Cain Ford Lincoln of Cornelia,Ford Motor Company,Q44294,1039 North Main Street,1039,North Main Street,,,Cornelia,GA,30531,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,1,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.52371,-83.52835,J1772,,,yes,,,
Subway - Tesla Supercharger,Subway,Q244457,104 East Winthrop Avenue,104,East Winthrop Avenue,,,Millen,GA,30442,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,8,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,32.80318,-81.94876,TESLA,,,,,,yes
Vaden Nissan,Nissan Motor Corporation,Q20165,10421 Abercorn St,10421,Abercorn Street,,,Savannah,GA,31419,912-920-5480,+1-912-920-5480,Dealership business hours,,,3,1,,Non-Networked,,,,31.98687,-81.13263,CHADEMO,J1772,,yes,,yes,
CCGVT CPE250 #1,,,1047 Broadway,1047,Broadway,,Parking lot,Columbus,GA,31901,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.4666,-84.99361,CHADEMO,J1772COMBO,,,yes,yes,
CITY OF ROSWELL ROSWELL AREA PA,City of Rosewell,,10495 Woodstock Rd,10495,Woodstock Road,,Next to pool,Roswell,GA,30075,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.03871,-84.36363,J1772,,,yes,,,
Aspire 1050 Lenox Park,,,1050 Lenox Park Blvd. NE,1050,Lenox Park Boulevard Northeast,,,Atlanta,GA,30319,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.8516,-84.34829,J1772,,,yes,,,
1050 Brickworks,,,1050 Marietta Street NorthWest,1050,Marietta Street Northwest,,,Atlanta,GA,30318,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,24,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.77975,-84.41231,J1772,,,yes,,,
LEE & WHITE LEE + WHITE 1,,,1050 White Street Southwest,1050,White Street Southwest,,,Atlanta,GA,30310,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.73239,-84.42238,J1772,,,yes,,,
LEE & WHITE LEE + WHITE 2,,,1050 White Street Southwest,1050,White Street Southwest,,,Atlanta,GA,30310,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.73244,-84.42246,J1772,,,yes,,,
Fire and Brimstone Tavern - Tesla Destination,Fire and Brimstone Tavern,,10595 Old Alabama Rd Connector,10595,Old Alabama Road Connector,,,Alpharetta,GA,30022,877-798-3752,+1-877-798-3752,,,,4,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,34.03767,-84.29028,TESLA,,,,,,yes
Ingles,,,106 Riverstone Pkwy,106,Riverstone Parkway,,,Canton,GA,30114,,,24 hours daily,24/7,,2,,,Non-Networked,,,,34.2439,-84.49073,J1772,,,yes,,,
Eagle Creek Brewing Co - Tesla,Eagle Creek Brewing Company,,106 Savannah Ave,106,Savannah Avenue,,,Statesboro,GA,30458,912-489-2337,+1 912-489-2337,Brewery business hours,,,,,1,,,,,,200-9,,,,,,,
Winn-Dixie - Tesla Supercharger,Winn-Dixie,Q1264366,1060 Lakes Blvd,1060,Lakes Boulevard,,,Lake Park,GA,31636,877-798-3752,+1-877-798-3752,24 hours daily,24/7,,,16,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,30.68137,-83.21768,TESLA,,,,,,yes
BEST-WESTERN STATION 3,Best Western Hotels & Resorts,Q830334,1062 Claussen Road,1062,Claussen Road,,,Augusta,GA,30907,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.51887,-82.03736,J1772,,,yes,,,
BEST-WESTERN STATION 1,Best Western Hotels & Resorts,Q830334,1062 Claussen Road,1062,Claussen Road,,,Augusta,GA,30907,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.51881,-82.03728,J1772,,,yes,,,
BEST-WESTERN STATION 2,Best Western Hotels & Resorts,Q830334,1062 Claussen Road,1062,Claussen Road,,,Augusta,GA,30907,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.51884,-82.03732,J1772,,,yes,,,
The General Store at Serenbe,,,10642 Serenbe Ln,10642,Serenbe Lane,,,Palmetto,GA,30268,770-463-2222,+1-770-463-2222,24 hours daily,24/7,,1,,,Non-Networked,,,,33.5172,-84.73384,J1772,,,yes,,,
ELAN SWEETWATER ESC (2),,,1065 Preston Blvd,1065,Preston Boulevard,,,Lithia Springs,GA,30122,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.76935,-84.61012,J1772,,,yes,,,
ELAN SWEETWATER ESC 3,,,1065 Preston Boulevard,1065,Preston Boulevard,,building 1,Lithia Springs,GA,30122,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.76786,-84.60822,J1772,,,yes,,,
Sheraton Augusta Hotel - Tesla Supercharger,Sheraton Augusta Hotel,,1069 Stevens Creek Road,1069,Stevens Creek Road,,,Augusta,GA,30907,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,8,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,33.51499,-82.04446,TESLA,,,,,,yes
ALM CARS ALMM-ST02,,,1071 Cobb Pkwy SE,1071,Cobb Parkway Southeast,,,Marietta,GA,30060,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.92613,-84.50631,J1772,,,yes,,,
DoubleTree by Hilton Hotel Atlanta - Roswell - Tesla Destination,DoubleTree by Hilton,Q2504643,1075 Holcomb Bridge Rd,1075,Holcomb Bridge Road,,,Roswell,GA,30076,877-798-3752,+1-877-798-3752,,,,1,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,34.02185,-84.33006,TESLA,,,,,,yes
GEORGIA POWER LIBERTY VILL L2,,,1075 Hwy 155 S,1075,Highway 155 South,,Liberty Village Plaza,McDonough,GA,30253,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.40725,-84.1676,J1772,,,yes,,,
GEORGIA POWER LIBERTY VIL DC,,,1075 Hwy 155 S,1075,Highway 155 South,,,McDonough,GA,30253,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.40732,-84.16738,CHADEMO,J1772COMBO,,,yes,yes,
